,frame,time_ms,time_us,rpm,vss,gear,ptank,map,bp,bp_cmd,tpedal,tplate,afm_v,afm_hz,afm,afm_c,airc,egr,iat,iat2,ect,ect2,pa,oil_press,cvt_temp,inj,inj_bank_2,duty,difp,difpcmd,fuelp,ign,cam,camcmd,excam,excamcmd,wg,wgcmd,vts,svs,purge,accl,bc_duty,af,af_bank_2,af_corr,wide_v,wide,afcmd,afcmd_bank_2,s_trim,l_trim,s_trim_bank_2,l_trim_bank_2,trim,fuel_status,fuel_status_bank_2,ethanol,k_level,k_retard,k_retard_1,k_retard_2,k_retard_3,k_retard_4,k_control,ign_limit,k_count,k_count_1,k_count_2,k_count_3,k_count_4,k_count_5,k_count_6,bat,cat_t,abs_lf,abs_rf,abs_lr,abs_rr,clutch_pos,brake_press,steer_ang,steer_trq,g_lat,g_long,g_z,yaw,eco,fuel_used,tc_v,tc_ecuslip,tc_r,tc_lf,tc_rf,tc_lr,tc_rr,tc_slip,tc_turn,tc_overslip,tc_out
3283,3283,25983,25983734,5296,65.8655,3,0,21.6,36.32,22.7,100,99,4.67,0,240.86,1364,204,0,96.8,95.0,183.2,168.8,14.21,4.89,32,6.5,0,28,2703.5,2805.83,81,3,15,15,-21,-23,1.98,2.93,On,Off,0,Off,0,12.37,0,12.37,0,0,12.28,0,0,-3,0,0,-3,4,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1400.6,66.7479,65.8717,63.088,63.0631,0,0.71,0,0,0.01,0.335,0,1.2,0,0,0,0,5,0,0,0,0,4,0,0,0
3284,3284,26005,26005920,5296,65.8655,3,0,21.6,35.96,22.5,100,99,4.67,0,240.86,1364,202,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.5,0,28,2703.5,2818.52,81,3,15,16,-21,-23,2.57,2.96,On,Off,0,Off,0,12.13,0,12.13,0,0,12.2,0,0,-3,0,0,-3,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1399.1,66.7479,65.8717,63.088,63.0631,0,0.71,0,0,0.01,0.335,0,1.2,0,0,0,0,5,0,0,0,0,4,0,0,0
3285,3285,26007,26007019,5296,65.8655,3,0,21.6,35.96,22.5,100,99,4.67,0,240.86,1364,202,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.5,0,28,2703.5,2818.52,81,3,15,16,-21,-23,2.57,2.96,On,Off,0,Off,0,12.13,0,12.13,0,0,12.2,0,0,-3,0,0,-3,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1399.1,66.7479,65.8717,63.088,63.0631,0,0.71,0,0,0.01,0.335,0,1.2,0,0,0,0,5,0,0,0,0,4,0,0,0
3286,3286,26007,26007995,5296,65.8655,3,0,21.6,35.96,22.5,100,99,4.67,0,240.86,1364,202,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.5,0,28,2703.5,2818.52,81,3,15,16,-21,-23,2.57,2.96,On,Off,0,Off,0,12.13,0,12.13,0,0,12.2,0,0,-3,0,0,-3,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1399.1,66.7479,65.8717,63.088,63.0631,0,0.71,0,0,0.01,0.335,0,1.2,0,0,0,0,5,0,0,0,0,4,0,0,0
3287,3287,26009,26009002,5296,65.8655,3,0,21.6,35.96,22.5,100,99,4.67,0,240.86,1364,202,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.5,0,28,2703.5,2818.52,81,3,15,16,-21,-23,2.57,2.96,On,Off,0,Off,0,12.13,0,12.13,0,0,12.2,0,0,-3,0,0,-3,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1399.1,66.7479,65.8717,63.088,63.0631,0,0.71,0,0,0.01,0.335,0,1.2,0,0,0,0,5,0,0,0,0,4,0,0,0
3288,3288,26010,26010009,5296,65.8655,3,0,21.6,35.96,22.5,100,99,4.67,0,240.86,1364,202,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.5,0,28,2703.5,2818.52,81,3,15,16,-21,-23,2.57,2.96,On,Off,0,Off,0,12.13,0,12.13,0,0,12.2,0,0,-3,0,0,-3,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1399.1,66.3999,67.7918,63.349,63.3117,0,0.71,0,0,0.01,0.335,0,1.2,0,0,0,0,5,0,0,0,0,4,0,0,0
3289,3289,26011,26011016,5296,65.8655,3,0,21.6,35.96,22.5,100,99,4.67,0,240.86,1364,202,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.5,0,28,2703.5,2818.52,81,3,15,16,-21,-23,2.57,2.96,On,Off,0,Off,0,12.13,0,12.13,0,0,12.2,0,0,-3,0,0,-3,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1399.1,66.3999,67.7918,63.349,63.3117,0,0.71,0,0,0.01,0.34,0,0.4,0,0,0,0,5,0,0,0,0,4,0,0,0
3290,3290,26043,26043731,5296,67.1083,3,0,21.0,35.96,22.5,100,99,4.65,0,238.41,1350,202,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.39,0,28,2703.5,2818.52,81,-4,15,16,-21,-23,2.57,2.96,On,Off,0,Off,0,12.13,0,12.13,0,0,12.2,0,0,-3,0,0,-3,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1399.1,66.3999,67.7918,63.349,63.3117,0,0.71,0,0,0.01,0.34,0,0.4,0,0,0,0,9,0,0,0,0,5,0,0,0
3291,3291,26065,26065887,5296,67.1083,3,0,21.0,35.97,17.6,100,98,4.65,0,238.41,1350,199,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.39,0,28,2729.61,2831.57,81,-4,15,16,-21,-23,3.03,8.0,On,Off,0,Off,0,12.21,0,12.21,0,0,12.16,0,0,-3,0,0,-4,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1397.5,66.3999,67.7918,63.349,63.3117,0,0.71,0,0,0.01,0.34,0,0.4,0,0,0,0,9,0,0,0,0,5,0,0,0
3292,3292,26067,26067016,5296,67.1083,3,0,21.0,35.97,17.6,100,98,4.65,0,238.41,1350,199,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.39,0,28,2729.61,2831.57,81,-4,15,16,-21,-23,3.03,8.0,On,Off,0,Off,0,12.21,0,12.21,0,0,12.16,0,0,-3,0,0,-4,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1397.5,66.3999,67.7918,63.349,63.3117,0,0.71,0,0,0.01,0.34,0,0.4,0,0,0,0,9,0,0,0,0,5,0,0,0
3293,3293,26068,26068023,5296,67.1083,3,0,21.0,35.97,17.6,100,98,4.65,0,238.41,1350,199,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.39,0,28,2729.61,2831.57,81,-4,15,16,-21,-23,3.03,8.0,On,Off,0,Off,0,12.21,0,12.21,0,0,12.16,0,0,-3,0,0,-4,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1397.5,66.3999,67.7918,63.349,63.3117,0,0.71,0,0,0.01,0.34,0,0.4,0,0,0,0,9,0,0,0,0,5,0,0,0
3294,3294,26069,26069000,5296,67.1083,3,0,21.0,35.97,17.6,100,98,4.65,0,238.41,1350,199,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.39,0,28,2729.61,2831.57,81,-4,15,16,-21,-23,3.03,8.0,On,Off,0,Off,0,12.21,0,12.21,0,0,12.16,0,0,-3,0,0,-4,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1397.5,66.3999,67.7918,63.349,63.3117,0,0.71,0,0,0.01,0.34,0,0.4,0,0,0,0,9,0,0,0,0,5,0,0,0
3295,3295,26070,26070007,5296,67.1083,3,0,21.0,35.97,17.6,100,98,4.65,0,238.41,1350,199,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.39,0,28,2729.61,2831.57,81,-4,15,16,-21,-23,3.03,8.0,On,Off,0,Off,0,12.21,0,12.21,0,0,12.16,0,0,-3,0,0,-4,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1397.5,67.4314,68.1211,63.728,63.9144,0,0.71,0,0,0.01,0.34,0,0.4,0,0,0,0,9,0,0,0,0,5,0,0,0
3296,3296,26071,26071014,5296,67.1083,3,0,21.0,35.97,17.6,100,98,4.65,0,238.41,1350,199,0,96.8,95.0,183.2,168.8,14.21,4.45,32,6.39,0,28,2729.61,2831.57,81,-4,15,16,-21,-23,3.03,8.0,On,Off,0,Off,0,12.21,0,12.21,0,0,12.16,0,0,-3,0,0,-4,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1397.5,67.4314,68.1211,63.728,63.9144,0,0.71,0,0,-0.05,0.39,0,0.4,0,0,0,0,9,0,0,0,0,5,0,0,0
3297,3297,26091,26091827,5612,66.4869,3,0,21.0,35.97,17.6,100,98,4.65,0,239.52,1280,199,0,96.8,95.0,185.0,168.8,14.21,4.45,32,6.23,0,29,2729.61,2831.57,81,-6,15,16,-21,-23,3.03,8.0,On,Off,0,Off,0,12.21,0,12.21,0,0,12.16,0,0,-3,0,0,-4,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1397.5,67.4314,68.1211,63.728,63.9144,0,0.71,0,0,-0.05,0.39,0,0.4,0,0,0,0,10,0,0,0,0,6,0,0,0
3298,3298,26123,26123779,5612,66.4869,3,0,21.0,36.13,16.4,100,52,4.65,0,239.52,1280,193,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.23,0,29,2729.61,2842.52,81,-6,16,16,-21,-23,5.93,8.0,On,Off,0,Off,0,12.42,0,12.42,0,0,12.16,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1394.2,67.4314,68.1211,63.728,63.9144,0,0.71,0,0,-0.05,0.39,0,0.4,0,0,0,0,10,0,0,0,0,6,0,0,0
3299,3299,26125,26125000,5612,66.4869,3,0,21.0,36.13,16.4,100,52,4.65,0,239.52,1280,193,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.23,0,29,2729.61,2842.52,81,-6,16,16,-21,-23,5.93,8.0,On,Off,0,Off,0,12.42,0,12.42,0,0,12.16,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1394.2,67.4314,68.1211,63.728,63.9144,0,0.71,0,0,-0.05,0.39,0,0.4,0,0,0,0,10,0,0,0,0,6,0,0,0
3300,3300,26126,26126007,5612,66.4869,3,0,21.0,36.13,16.4,100,52,4.65,0,239.52,1280,193,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.23,0,29,2729.61,2842.52,81,-6,16,16,-21,-23,5.93,8.0,On,Off,0,Off,0,12.42,0,12.42,0,0,12.16,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1394.2,67.4314,68.1211,63.728,63.9144,0,0.71,0,0,-0.05,0.39,0,0.4,0,0,0,0,10,0,0,0,0,6,0,0,0
3301,3301,26127,26127014,5612,66.4869,3,0,21.0,36.13,16.4,100,52,4.65,0,239.52,1280,193,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.23,0,29,2729.61,2842.52,81,-6,16,16,-21,-23,5.93,8.0,On,Off,0,Off,0,12.42,0,12.42,0,0,12.16,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1394.2,67.4314,68.1211,63.728,63.9144,0,0.71,0,0,-0.05,0.39,0,0.4,0,0,0,0,10,0,0,0,0,6,0,0,0
3302,3302,26128,26128021,5612,66.4869,3,0,21.0,36.13,16.4,100,52,4.65,0,239.52,1280,193,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.23,0,29,2729.61,2842.52,81,-6,16,16,-21,-23,5.93,8.0,On,Off,0,Off,0,12.42,0,12.42,0,0,12.16,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1394.2,66.8286,65.1447,64.4488,64.3369,0,0.71,0,0,-0.05,0.39,0,0.4,0,0,0,0,10,0,0,0,0,6,0,0,0
3303,3303,26128,26128997,5612,66.4869,3,0,21.0,36.13,16.4,100,52,4.65,0,239.52,1280,193,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.23,0,29,2729.61,2842.52,81,-6,16,16,-21,-23,5.93,8.0,On,Off,0,Off,0,12.42,0,12.42,0,0,12.16,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1394.2,66.8286,65.1447,64.4488,64.3369,0,0.71,0,0,-0.03,0.375,0,0.8,0,0,0,0,10,0,0,0,0,6,0,0,0
3304,3304,26151,26151763,5612,65.2441,3,0,19.0,36.13,16.4,100,52,4.47,0,239.52,1280,193,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.12,0,28,2729.61,2842.52,78,2,16,16,-21,-23,5.93,8.0,On,Off,0,Off,0,12.42,0,12.42,0,0,12.16,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1394.2,66.8286,65.1447,64.4488,64.3369,0,0.71,0,0,-0.03,0.375,0,0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3305,3305,26175,26175872,5612,65.2441,3,0,19.0,34.83,18.8,100,48,4.47,0,239.52,1280,188,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.12,0,28,2729.61,2850.28,78,2,15,15,-21,-23,7.22,4.68,On,Off,0,Off,0,12.4,0,12.4,0,0,12.18,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1392.5,66.8286,65.1447,64.4488,64.3369,0,0.71,0,0,-0.03,0.375,0,0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3306,3306,26187,26187011,5612,65.2441,3,0,19.0,34.83,18.8,100,48,4.47,0,239.52,1280,188,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.12,0,28,2729.61,2850.28,78,2,15,15,-21,-23,7.22,4.68,On,Off,0,Off,0,12.4,0,12.4,0,0,12.18,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1392.5,66.8286,65.1447,64.4488,64.3369,0,0.71,0,0,-0.03,0.375,0,0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3307,3307,26188,26188018,5612,65.2441,3,0,19.0,34.83,18.8,100,48,4.47,0,239.52,1280,188,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.12,0,28,2729.61,2850.28,78,2,15,15,-21,-23,7.22,4.68,On,Off,0,Off,0,12.4,0,12.4,0,0,12.18,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1392.5,66.8286,65.1447,64.4488,64.3369,0,0.71,0,0,-0.03,0.375,0,0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3308,3308,26188,26188995,5612,65.2441,3,0,19.0,34.83,18.8,100,48,4.47,0,239.52,1280,188,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.12,0,28,2729.61,2850.28,78,2,15,15,-21,-23,7.22,4.68,On,Off,0,Off,0,12.4,0,12.4,0,0,12.18,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1392.5,66.8286,65.1447,64.4488,64.3369,0,0.71,0,0,-0.03,0.375,0,0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3309,3309,26190,26190002,5612,65.2441,3,0,19.0,34.83,18.8,100,48,4.47,0,239.52,1280,188,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.12,0,28,2729.61,2850.28,78,2,15,15,-21,-23,7.22,4.68,On,Off,0,Off,0,12.4,0,12.4,0,0,12.18,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1392.5,65.8469,66.1078,64.8775,64.8278,0,0.71,0,0,-0.03,0.375,0,0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3310,3310,26191,26191009,5612,65.2441,3,0,19.0,34.83,18.8,100,48,4.47,0,239.52,1280,188,0,96.8,95.0,185.0,168.8,14.21,5.8,32,6.12,0,28,2729.61,2850.28,78,2,15,15,-21,-23,7.22,4.68,On,Off,0,Off,0,12.4,0,12.4,0,0,12.18,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1392.5,65.8469,66.1078,64.8775,64.8278,0,0.71,0,0,-0.03,0.345,0,0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3311,3311,26211,26211914,5612,65.8655,3,0,17.0,34.83,18.8,100,48,4.3,0,189.94,1015,188,0,98.6,93.2,185.0,168.8,14.21,5.8,32,5.58,0,26,2729.61,2850.28,75,8,15,15,-21,-23,7.22,4.68,On,Off,0,Off,0,12.4,0,12.4,0,0,12.18,0,0,-3,0,0,-3,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,1392.5,65.8469,66.1078,64.8775,64.8278,0,0.71,0,0,-0.03,0.345,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0
3312,3312,26235,26235870,5612,65.8655,3,0,17.0,32.23,21.2,100,54,4.3,0,189.94,1015,175,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.58,0,26,2729.61,2858.19,75,8,16,16,-21,-23,5.07,0.49,On,Off,0,Off,0,12.17,0,12.17,0,0,12.32,0,0,-3,0,0,-3,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,1391.0,65.8469,66.1078,64.8775,64.8278,0,0.71,0,0,-0.03,0.345,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0
3313,3313,26236,26236999,5612,65.8655,3,0,17.0,32.23,21.2,100,54,4.3,0,189.94,1015,175,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.58,0,26,2729.61,2858.19,75,8,16,16,-21,-23,5.07,0.49,On,Off,0,Off,0,12.17,0,12.17,0,0,12.32,0,0,-3,0,0,-3,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,1391.0,65.8469,66.1078,64.8775,64.8278,0,0.71,0,0,-0.03,0.345,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0
3314,3314,26238,26238006,5612,65.8655,3,0,17.0,32.23,21.2,100,54,4.3,0,189.94,1015,175,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.58,0,26,2729.61,2858.19,75,8,16,16,-21,-23,5.07,0.49,On,Off,0,Off,0,12.17,0,12.17,0,0,12.32,0,0,-3,0,0,-3,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,1391.0,65.8469,66.1078,64.8775,64.8278,0,0.71,0,0,-0.03,0.345,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0
3315,3315,26239,26239013,5612,65.8655,3,0,17.0,32.23,21.2,100,54,4.3,0,189.94,1015,175,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.58,0,26,2729.61,2858.19,75,8,16,16,-21,-23,5.07,0.49,On,Off,0,Off,0,12.17,0,12.17,0,0,12.32,0,0,-3,0,0,-3,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,1391.0,65.8469,66.1078,64.8775,64.8278,0,0.71,0,0,-0.03,0.345,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0
3316,3316,26240,26240020,5612,65.8655,3,0,17.0,32.23,21.2,100,54,4.3,0,189.94,1015,175,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.58,0,26,2729.61,2858.19,75,8,16,16,-21,-23,5.07,0.49,On,Off,0,Off,0,12.17,0,12.17,0,0,12.32,0,0,-3,0,0,-3,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,1391.0,67.1828,67.4314,65.2069,65.3001,0,0.71,0,0,-0.03,0.345,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0
3317,3317,26240,26240997,5612,65.8655,3,0,17.0,32.23,21.2,100,54,4.3,0,189.94,1015,175,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.58,0,26,2729.61,2858.19,75,8,16,16,-21,-23,5.07,0.49,On,Off,0,Off,0,12.17,0,12.17,0,0,12.32,0,0,-3,0,0,-3,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,1391.0,67.1828,67.4314,65.2069,65.3001,0,0.71,0,0,-0.04,0.315,0,-0.8,0,0,0,0,0,0,0,0,0,1,0,0,0
3318,3318,26263,26263916,5563,67.1083,3,0,16.1,32.23,21.2,100,54,4.36,0,189.94,1024,175,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.19,0,24,2729.61,2858.19,72,9,16,16,-21,-23,5.07,0.49,On,Off,0,Off,0,12.17,0,12.17,0,0,12.32,0,0,-3,0,0,-3,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1391.0,67.1828,67.4314,65.2069,65.3001,0,0.71,0,0,-0.04,0.315,0,-0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3319,3319,26284,26284027,5563,67.1083,3,0,16.1,31.35,21.9,100,63,4.36,0,189.94,1024,171,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.19,0,24,2789.08,2863.84,72,9,15,16,-22,-23,3.05,0.0,On,Off,0,Off,0,12.33,0,12.33,0,0,12.65,0,-1,-3,0,0,-5,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1389.4,67.1828,67.4314,65.2069,65.3001,0,0.71,0,0,-0.04,0.315,0,-0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3320,3320,26285,26285003,5563,67.1083,3,0,16.1,31.35,21.9,100,63,4.36,0,189.94,1024,171,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.19,0,24,2789.08,2863.84,72,9,15,16,-22,-23,3.05,0.0,On,Off,0,Off,0,12.33,0,12.33,0,0,12.65,0,-1,-3,0,0,-5,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1389.4,67.1828,67.4314,65.2069,65.3001,0,0.71,0,0,-0.04,0.315,0,-0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3321,3321,26286,26286010,5563,67.1083,3,0,16.1,31.35,21.9,100,63,4.36,0,189.94,1024,171,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.19,0,24,2789.08,2863.84,72,9,15,16,-22,-23,3.05,0.0,On,Off,0,Off,0,12.33,0,12.33,0,0,12.65,0,-1,-3,0,0,-5,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1389.4,67.1828,67.4314,65.2069,65.3001,0,0.71,0,0,-0.04,0.315,0,-0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3322,3322,26296,26296997,5563,67.1083,3,0,16.1,31.35,21.9,100,63,4.36,0,189.94,1024,171,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.19,0,24,2789.08,2863.84,72,9,15,16,-22,-23,3.05,0.0,On,Off,0,Off,0,12.33,0,12.33,0,0,12.65,0,-1,-3,0,0,-5,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1389.4,67.1828,67.4314,65.2069,65.3001,0,0.71,0,0,-0.04,0.315,0,-0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3323,3323,26298,26298004,5563,67.1083,3,0,16.1,31.35,21.9,100,63,4.36,0,189.94,1024,171,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.19,0,24,2789.08,2863.84,72,9,15,16,-22,-23,3.05,0.0,On,Off,0,Off,0,12.33,0,12.33,0,0,12.65,0,-1,-3,0,0,-5,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1389.4,68.2143,67.4003,65.6542,65.6791,0,0.71,0,0,-0.04,0.315,0,-0.8,0,0,0,0,0,0,0,0,0,2,0,0,0
3324,3324,26299,26299011,5563,67.1083,3,0,16.1,31.35,21.9,100,63,4.36,0,189.94,1024,171,0,98.6,93.2,185.0,168.8,14.21,4.98,32,5.19,0,24,2789.08,2863.84,72,9,15,16,-22,-23,3.05,0.0,On,Off,0,Off,0,12.33,0,12.33,0,0,12.65,0,-1,-3,0,0,-5,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1389.4,68.2143,67.4003,65.6542,65.6791,0,0.71,0,0,-0.07,0.375,0,-0.4,0,0,0,0,0,0,0,0,0,2,0,0,0
3325,3325,26323,26323760,5563,67.7296,3,0,16.7,31.35,21.9,100,63,4.49,0,197.22,1063,171,0,98.6,93.2,185.0,168.8,14.21,4.98,32,4.94,0,22,2789.08,2863.84,69,8,15,16,-22,-23,3.05,0.0,On,Off,0,Off,0,12.33,0,12.33,0,0,12.65,0,-1,-3,0,0,-5,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1389.4,68.2143,67.4003,65.6542,65.6791,0,0.71,0,0,-0.07,0.375,0,-0.4,0,0,0,0,2,0,0,0,0,3,0,0,0
3326,3326,26346,26346099,5563,67.7296,3,0,16.7,31.44,21.8,100,73,4.49,0,197.22,1063,172,0,98.6,93.2,185.0,168.8,14.21,5.33,32,4.94,0,22,2789.08,2869.57,69,8,16,16,-21,-23,1.89,0.0,On,Off,0,Off,0,12.95,0,12.95,0,0,12.89,0,-2,-3,0,0,-6,2,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1387.8,68.2143,67.4003,65.6542,65.6791,0,0.71,0,0,-0.07,0.375,0,-0.4,0,0,0,0,2,0,0,0,0,3,0,0,0
3327,3327,26347,26347015,5563,67.7296,3,0,16.7,31.44,21.8,100,73,4.49,0,197.22,1063,172,0,98.6,93.2,185.0,168.8,14.21,5.33,32,4.94,0,22,2789.08,2869.57,69,8,16,16,-21,-23,1.89,0.0,On,Off,0,Off,0,12.95,0,12.95,0,0,12.89,0,-2,-3,0,0,-6,2,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1387.8,68.2143,67.4003,65.6542,65.6791,0,0.71,0,0,-0.07,0.375,0,-0.4,0,0,0,0,2,0,0,0,0,3,0,0,0
3328,3328,26348,26348022,5563,67.7296,3,0,16.7,31.44,21.8,100,73,4.49,0,197.22,1063,172,0,98.6,93.2,185.0,168.8,14.21,5.33,32,4.94,0,22,2789.08,2869.57,69,8,16,16,-21,-23,1.89,0.0,On,Off,0,Off,0,12.95,0,12.95,0,0,12.89,0,-2,-3,0,0,-6,2,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1387.8,68.2143,67.4003,65.6542,65.6791,0,0.71,0,0,-0.07,0.375,0,-0.4,0,0,0,0,2,0,0,0,0,3,0,0,0
3329,3329,26348,26348999,5563,67.7296,3,0,16.7,31.44,21.8,100,73,4.49,0,197.22,1063,172,0,98.6,93.2,185.0,168.8,14.21,5.33,32,4.94,0,22,2789.08,2869.57,69,8,16,16,-21,-23,1.89,0.0,On,Off,0,Off,0,12.95,0,12.95,0,0,12.89,0,-2,-3,0,0,-6,2,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1387.8,68.2143,67.4003,65.6542,65.6791,0,0.71,0,0,-0.07,0.375,0,-0.4,0,0,0,0,2,0,0,0,0,3,0,0,0
